title,text,subject,date
AG probe into huge withdrawal not yet complete,AG probe into huge withdrawal not yet complete,city.patna,20010719
Workshop to debate suicides among teenagers,Workshop to debate suicides among teenagers,unknown,20010719
Judge refuses bail to petrol bunk owners,Judge refuses bail to petrol bunk owners,city.bengaluru,20010719
Injectable contraceptive not a shot in the arm: Activists,Injectable contraceptive not a shot in the arm: Activists,city.mumbai,20010719
Fish vendors are back at municipal market,Fish vendors are back at municipal market,unknown,20010719
CPM leaders flay Mamata,CPM leaders flay Mamata,city.kolkata,20010719
China sees less chances of war with India,China sees less chances of war with India,unknown,20010719
Pepperl+Fuchs sets up development centre in Bangalore,Pepperl+Fuchs sets up development centre in Bangalore,city.bengaluru,20010719
BSE sub-panel to oversee corporatisation process,BSE sub-panel to oversee corporatisation process,business.india-business,20010719
Business Bhailateralism,Business Bhailateralism,business.india-business,20010719
Garbage management may save the day,Garbage management may save the day,city.delhi,20010719
Keep your mobile phones outside legislature,Keep your mobile phones outside legislature,city.mumbai,20010719
Naren Kumar races on in Thailand,Naren Kumar races on in Thailand,unknown,20010719
NGOs express reservations on two-child norm,NGOs express reservations on two-child norm,city.ahmedabad,20010719
PMC administrator ko gussa kyon aata hai?,PMC administrator ko gussa kyon aata hai?,city.patna,20010719
Protests continue over dress code,Protests continue over dress code,city.ahmedabad,20010719
Easier procedure for non-immigrant U.S. visas,Easier procedure for non-immigrant U.S. visas,city.mumbai,20010719
Rupee stages smart rally against dollar,Rupee stages smart rally against dollar,business.india-business,20010719
Canadian students told about astrology,Canadian students told about astrology,city.lucknow,20010719
Cable operators protest against curbs,Cable operators protest against curbs,city.lucknow,20010719
Bush's WB plan will hit India,Bush's WB plan will hit India,business.india-business,20010719
Exit Wounds; enter Steven Seagal,Exit Wounds; enter Steven Seagal,city.delhi,20010719
Indian doctors are in the limelight again,Indian doctors are in the limelight again,unknown,20010719
Teachers seek withdrawal of negative provisions,Teachers seek withdrawal of negative provisions,city.patna,20010719
Prasad moves towards grandmaster norm,Prasad moves towards grandmaster norm,unknown,20010719
Dalit Panthers stage dharna,Dalit Panthers stage dharna,city.lucknow,20010719
Paddy procurement arrangements reviewed in Punjab,Paddy procurement arrangements reviewed in Punjab,city.chandigarh,20010719
Murder probe exposes chinks in police department,Murder probe exposes chinks in police department,city.ahmedabad,20010719
Badla operators route Rs 2;000 cr to MFs,Badla operators route Rs 2;000 cr to MFs,business.india-business,20010719
Smart City status proves elusive,Smart City status proves elusive,city.lucknow,20010719
Bhiwandi civic council dissolved,Bhiwandi civic council dissolved,city.mumbai,20010719
Sony to telecast Smita Thackeray's first TV serial,Sony to telecast Smita Thackeray's first TV serial,entertainment.hindi.bollywood,20010719
Kiwis will be a handful for India,Kiwis will be a handful for India,cricket,20010719
Bail opposed for accused in fuel racket,Bail opposed for accused in fuel racket,city.pune,20010719
Plea against official's reinstatement,Plea against official's reinstatement,city.thiruvananthapuram,20010719
Building bye-laws amended in Haryana,Building bye-laws amended in Haryana,city.chandigarh,20010719
Bokaro Express rescheduled,Bokaro Express rescheduled,city.thiruvananthapuram,20010719
Unions stage demo against rly privatisation,Unions stage demo against rly privatisation,city.bengaluru,20010719
Mangalore RTO tops in corruption,Mangalore RTO tops in corruption,city.bengaluru,20010719
Who will wag the campus fag?,Who will wag the campus fag?,city.delhi,20010719
MLA's kin assault phone linemen; work paralysed,MLA's kin assault phone linemen; work paralysed,city.patna,20010719
Elephant kills woman,Elephant kills woman,unknown,20010719
Opener's slot continues to plague Indians,Opener's slot continues to plague Indians,cricket,20010719
Haryana govt signs MoU with STPI,Haryana govt signs MoU with STPI,city.chandigarh,20010719
Saregama's broadcast software division on,Saregama's broadcast software division on,entertainment.hindi.bollywood,20010719
Centre provides 'Z' security for Karunanidhi,Centre provides 'Z' security for Karunanidhi,unknown,20010719
Status of women takes a further beating,Status of women takes a further beating,city.mumbai,20010719
Improvement in law and order situation: Haryana DGP,Improvement in law and order situation: Haryana DGP,city.chandigarh,20010719
BMC proposes 20% cut in expenditure,BMC proposes 20% cut in expenditure,city.mumbai,20010719
Hike in ministers perk opposed,Hike in ministers perk opposed,city.patna,20010719
Extortion bid lands youth in police trap,Extortion bid lands youth in police trap,city.pune,20010719
SC declares Matheran eco-sensitive zone,SC declares Matheran eco-sensitive zone,city.mumbai,20010719
Benazir blames Musharraf for talks failure,Benazir blames Musharraf for talks failure,unknown,20010719
New party a setback for Ranjan,New party a setback for Ranjan,city.patna,20010719
SP objects to branding of Muslims as ISI agents,SP objects to branding of Muslims as ISI agents,city.mumbai,20010719
Worry; elation over plan to shelve airport project,Worry; elation over plan to shelve airport project,city.bengaluru,20010719
Medicos stir continues to hit services,Medicos stir continues to hit services,city.lucknow,20010719
Chhota Rajan gangster shot dead in encounter,Chhota Rajan gangster shot dead in encounter,city.mumbai,20010719
Akshay Kumar: A resounding comeback?,Akshay Kumar: A resounding comeback?,entertainment.hindi.bollywood,20010719
3rd umpire should be consulted more often,3rd umpire should be consulted more often,city.patna,20010719
Indians score in maths Olympiad,Indians score in maths Olympiad,city.mumbai,20010719
Hepatitis-B infection rising in India,Hepatitis-B infection rising in India,home.science,20010719
Jaya gives aid to 2 medical students,Jaya gives aid to 2 medical students,unknown,20010719
GEB nets record monthly revenue of Rs 682 cr in May,GEB nets record monthly revenue of Rs 682 cr in May,city.ahmedabad,20010719
State seeks Rs 736 crore aid,State seeks Rs 736 crore aid,city.bengaluru,20010719
Hardened criminal killed in encounter,Hardened criminal killed in encounter,city.lucknow,20010719
DBT to set up biotech park in Lucknow,DBT to set up biotech park in Lucknow,home.science,20010719
Record profit for state tourism,Record profit for state tourism,city.chandigarh,20010719
SPU to sign pact on tech transfer,SPU to sign pact on tech transfer,city.ahmedabad,20010719
Citizens to help curb noise pollution,Citizens to help curb noise pollution,city.pune,20010719
Come join us: New engg colleges woo CET aspirants,Come join us: New engg colleges woo CET aspirants,city.bengaluru,20010719
Ajay Jadeja: Working in films no joke!,Ajay Jadeja: Working in films no joke!,entertainment.hindi.bollywood,20010719
Banana King impresses,Banana King impresses,unknown,20010719
Now; cameras will log proceedings in both houses,Now; cameras will log proceedings in both houses,city.mumbai,20010719
Bifurcation move leaves colleges at crossroads,Bifurcation move leaves colleges at crossroads,city.bengaluru,20010719
VAT to be implemented soon,VAT to be implemented soon,city.kolkata,20010719
WB extends $30 million loan for elimination of leprosy,WB extends $30 million loan for elimination of leprosy,home.science,20010719
Vijayan takes AIFF fine in his stride,Vijayan takes AIFF fine in his stride,unknown,20010719
Vassal blames SEBI for US-64 crisis,Vassal blames SEBI for US-64 crisis,business.india-business,20010719
Manhunt for doctor; wife in job racket,Manhunt for doctor; wife in job racket,unknown,20010719
Great opportunity for youngsters: Borde,Great opportunity for youngsters: Borde,cricket,20010719
Maruti prices to go up soon,Maruti prices to go up soon,business.india-business,20010719
2nd spell of rain brightens crop prospects in Kheda,2nd spell of rain brightens crop prospects in Kheda,city.ahmedabad,20010719
Biotech regulator may face hurdle,Biotech regulator may face hurdle,business.india-business,20010719
Govt seeks legal advice on cellular logjam,Govt seeks legal advice on cellular logjam,unknown,20010719
BJP might field new faces in polls,BJP might field new faces in polls,city.lucknow,20010719
3-month jail term for showing contempt to court,3-month jail term for showing contempt to court,city.hyderabad,20010719
Govt missive to premier institutions today,Govt missive to premier institutions today,city.hyderabad,20010719
Summit fizzles; panelists sizzle,Summit fizzles; panelists sizzle,city.delhi,20010719
Now; focus shifts to ZP chiefs' elections,Now; focus shifts to ZP chiefs' elections,city.hyderabad,20010719
Indian challenge ends with Vaidehi's exit,Indian challenge ends with Vaidehi's exit,unknown,20010719
CET seat availability,CET seat availability,city.bengaluru,20010719
26;000 applications for quake aid gather dust,26;000 applications for quake aid gather dust,city.ahmedabad,20010719
HC stays ADJ order restraining manufacturer,HC stays ADJ order restraining manufacturer,city.lucknow,20010719
State gets four weeks to file response,State gets four weeks to file response,city.mumbai,20010719
Despite ban; ragging continues,Despite ban; ragging continues,city.lucknow,20010719
Goods train derails; trains diverted,Goods train derails; trains diverted,city.lucknow,20010719
Bajaj 'Eliminator' hits the road,Bajaj 'Eliminator' hits the road,business.india-business,20010719
TN Speaker discharged in bank fraud case,TN Speaker discharged in bank fraud case,unknown,20010719
College teachers to stage protest,College teachers to stage protest,city.mumbai,20010719
Hydrology workshop to study Patancheru problem,Hydrology workshop to study Patancheru problem,city.hyderabad,20010720
Ramjas students suspended for ragging,Ramjas students suspended for ragging,city.delhi,20010720
Summit as Entertainment brThe Great Indian Soap Trick,Summit as Entertainment brThe Great Indian Soap Trick,edit-page,20010720
Bihar govt unconcerned about kala-azar menace: Thakur,Bihar govt unconcerned about kala-azar menace: Thakur,city.patna,20010720
Govt may raise cess on petrol; diesel,Govt may raise cess on petrol; diesel,business.india-business,20010720
National Games funds misused: CAG,National Games funds misused: CAG,unknown,20010720
33 per cent reservation for women in Cong soon,33 per cent reservation for women in Cong soon,city.thiruvananthapuram,20010720
Youth drowns at ritual,Youth drowns at ritual,city.thiruvananthapuram,20010720
Student shot; 2 hurt in Deshbandhu College clash,Student shot; 2 hurt in Deshbandhu College clash,city.delhi,20010720
State funding for parties' poll expenses likely,State funding for parties' poll expenses likely,india,20010720
CM wants rethink on power subsidy,CM wants rethink on power subsidy,city.bengaluru,20010720
Loan scheme to boost floriculture,Loan scheme to boost floriculture,city.lucknow,20010720
Police station on Tank Bund to stem crime tide,Police station on Tank Bund to stem crime tide,city.hyderabad,20010720
A Dream Run,A Dream Run,unknown,20010720
Bill to decentralise municipal functions,Bill to decentralise municipal functions,city.kolkata,20010720
